-145, -825, 363
-64, -696, 328
-45, -658, 259
-50, -712, 194
-22, -711, 191
14, -643, 163
38, -589, 126
94, -539, 43
94, -539, 43
154, -500, -26
164, -508, -6
164, -528, 46
195, -520, 79
195, -520, 79
215, -501, 85
260, -486, 69
267, -504, 21
277, -482, 13
305, -425, 167
305, -425, 167
358, -440, 315
363, -530, 229
355, -557, 56
425, -426, -13
522, -301, 7
522, -301, 7
539, -335, -2
453, -452, 112
422, -571, 351
389, -651, 368
390, -591, 485
417, -587, 672
417, -587, 672
549, -501, 822
507, -584, 745
394, -797, 893
335, -1043, 1057
275, -1295, 1085
293, -1299, 1132
379, -1142, 1218
-,-,-
-3, -893, 595
1, -964, 585
-37, -995, 619
-37, -995, 619
-20, -1023, 693
-48, -1106, 697
-96, -1205, 764
-122, -1279, 778
-147, -1299, 710
-137, -1280, 749
-135, -1279, 817
-150, -1292, 836
-174, -1294, 823
-188, -1262, 762
-205, -1198, 746
-246, -1176, 694
-331, -1193, 607
-424, -1178, 584
-431, -1080, 581
-378, -904, 488
-365, -823, 348
-347, -765, 299
-340, -753, 237
-353, -757, 162
-345, -739, 148
-345, -739, 148
-289, -679, 200
-185, -572, 196
-85, -488, 134
-50, -507, 140
-36, -557, 109
30, -520, 26
112, -449, 53
142, -483, 47
142, -483, 47
126, -575, 36
93, -653, 17
95, -634, 29
194, -540, 75
194, -540, 75
330, -391, 64
429, -305, 26
396, -365, -34
322, -418, 70
373, -418, 196
373, -406, 196
446, -395, 220
422, -475, 126
323, -606, 131
275, -662, 266
318, -674, 383
389, -592, 445
377, -626, 387
377, -626, 387
305, -757, 447
260, -840, 518
227, -854, 626
396, -633, 691
441, -654, 736
413, -791, 754
403, -792, 706
403, -792, 706
462, -704, 817
535, -747, 848
546, -860, 936
515, -918, 1091
485, -1024, 1174
440, -1211, 1313
-,-,-
-52, -828, 601
-32, -910, 605
-65, -1066, 504
-141, -1262, 491
-235, -1425, 606
-270, -1498, 835
-301, -1559, 968
-317, -1550, 951
-313, -1525, 911
-310, -1438, 909
-284, -1339, 856
-277, -1262, 761
-246, -1143, 743
-159, -948, 693
-65, -784, 627
-61, -753, 449
-182, -862, 387
-182, -862, 387
-276, -888, 455
-335, -874, 401
-346, -779, 286
-271, -561, 194
-221, -426, 89
-203, -406, -74
-192, -438, -78
-133, -460, -88
-73, -465, -174
-38, -499, -248
-31, -591, -146
5, -635, -32
5, -635, -32
61, -608, 40
116, -619, 74
151, -627, 77
152, -673, 237
152, -673, 237
176, -677, 231
192, -686, 120
262, -583, 101
328, -472, 103
403, -429, 141
432, -467, 218
472, -453, 199
472, -453, 199
457, -451, 193
436, -480, 220
409, -504, 242
412, -534, 354
412, -631, 412
392, -649, 429
384, -651, 549
384, -651, 549
409, -626, 581
378, -667, 625
531, -526, 708
534, -544, 790
406, -736, 781
315, -813, 767
358, -740, 807
358, -740, 807
459, -681, 801
430, -793, 839
267, -964, 984
243, -1071, 1034
272, -1134, 1044
284, -1203, 1112
-,-,-
44, -861, 563
101, -934, 534
44, -1005, 480
32, -1065, 617
-6, -1173, 701
-6, -1173, 701
-61, -1285, 722
-69, -1319, 696
-75, -1314, 705
-115, -1334, 757
-167, -1356, 777
-220, -1385, 770
-321, -1423, 783
-399, -1381, 801
-384, -1270, 721
-358, -1141, 571
-334, -1037, 527
-302, -928, 415
-322, -947, 362
-323, -907, 373
-296, -818, 318
-267, -797, 312
-219, -738, 360
-221, -685, 218
-247, -698, 146
-247, -698, 146
-268, -706, 146
-235, -632, 118
-146, -529, 84
-41, -420, 14
-35, -486, -9
-64, -604, -95
-27, -612, -105
33, -552, -34
33, -552, -34
122, -498, 19
180, -501, 67
201, -534, -1
237, -518, 6
237, -518, 103
279, -509, 103
280, -518, 217
271, -548, 270
381, -525, 279
516, -405, 169
565, -320, 107
528, -367, 147
416, -597, 335
416, -597, 335
435, -723, 435
489, -605, 331
495, -532, 374
462, -618, 417
455, -701, 613
447, -749, 740
485, -706, 555
485, -706, 555
566, -492, 584
543, -536, 568
424, -666, 613
409, -688, 617
385, -779, 632
325, -899, 736
314, -939, 856
314, -939, 856
382, -842, 926
397, -824, 964
271, -1018, 969
102, -1230, 986
57, -1256, 949
93, -1185, 850
134, -1119, 884
118, -1126, 1029
72, -1167, 1168
109, -1068, 1212
-,-,-
-39, -949, 644
-72, -1064, 576
-79, -1101, 540
-46, -1067, 701
-42, -1065, 711
-108, -1250, 716
-289, -1508, 773
-380, -1619, 727
-314, -1511, 693
-239, -1383, 727
-259, -1386, 788
-313, -1423, 757
-344, -1392, 707
-391, -1349, 697
-395, -1224, 677
-347, -1069, 592
-248, -864, 476
-293, -833, 417
-351, -847, 391
-356, -782, 305
-356, -782, 305
-239, -625, 211
-193, -573, 123
-196, -567, 68
-140, -513, 115
-95, -496, 70
-80, -545, -8
-38, -554, 16
40, -494, 18
40, -494, 18
133, -463, 23
139, -520, 51
150, -551, 56
141, -560, 79
141, -560, 79
142, -525, 42
152, -507, 35
90, -615, -14
51, -741, -32
51, -741, -32
92, -771, -64
180, -684, -97
280, -534, -17
370, -487, 110
417, -533, 202
376, -611, 216
376, -611, 216
352, -572, 190
360, -451, 234
333, -466, 319
285, -591, 252
305, -552, 180
381, -441, 234
393, -478, 320
393, -478, 320
403, -536, 382
418, -568, 494
466, -571, 635
535, -504, 550
518, -614, 658
363, -915, 894
274, -1122, 941
281, -1168, 1061
309, -1190, 1128
341, -1128, 1059
370, -1066, 1073
-,-,-
-143, -1301, 566
-126, -1300, 606
-137, -1386, 548
-195, -1494, 556
-259, -1539, 679
-309, -1573, 819
-349, -1553, 936
-330, -1438, 888
-367, -1365, 843
-397, -1330, 641
-366, -1207, 523
-330, -1071, 606
-355, -1012, 598
-438, -1004, 530
-385, -891, 491
-334, -770, 316
-326, -712, 228
-350, -695, 223
-326, -637, 166
-238, -546, 218
-181, -506, 228
-163, -521, 163
-175, -587, 91
-175, -587, 91
-133, -604, 41
-76, -602, 12
0, -531, -32
65, -449, -48
61, -506, -12
61, -506, -12
94, -514, -45
142, -468, -103
151, -456, -120
192, -410, -108
233, -412, -115
244, -513, -103
266, -559, -42
315, -559, 39
315, -559, 39
346, -543, 147
381, -553, 244
437, -607, 237
459, -632, 183
395, -687, 188
411, -609, 232
441, -525, 317
441, -525, 317
514, -501, 249
525, -514, 112
448, -614, 167
328, -705, 331
314, -696, 454
323, -677, 496
288, -756, 519
288, -756, 519
236, -796, 481
188, -895, 556
160, -1079, 787
-,-,-
17, -948, 501
-39, -1014, 489
-48, -1063, 535
-81, -1146, 548
-98, -1222, 481
-187, -1268, 531
-200, -1303, 576
-145, -1240, 647
-135, -1253, 671
-163, -1325, 790
-212, -1444, 764
-225, -1442, 653
-234, -1391, 631
-214, -1263, 627
-174, -1156, 666
-215, -1145, 651
-278, -1162, 587
-310, -1130, 533
-292, -1004, 461
-218, -818, 450
-179, -730, 430
-179, -730, 430
-179, -718, 349
-189, -711, 199
-193, -693, 104
-190, -670, 155
-126, -617, 149
-42, -518, 77
3, -486, 67
26, -504, 19
26, -504, 19
23, -571, -17
25, -645, -38
86, -568, -70
135, -526, -38
135, -526, -38
102, -608, -22
57, -677, -1
75, -649, 21
153, -577, -22
179, -598, -91
225, -611, -114
225, -611, -114
314, -557, -54
370, -526, -17
378, -552, 50
352, -639, 79
360, -658, 111
412, -564, 182
461, -452, 200
461, -452, 200
471, -487, 341
500, -590, 346
512, -572, 295
486, -543, 232
369, -714, 363
250, -891, 514
250, -853, 626
250, -853, 626
262, -727, 491
211, -691, 301
116, -847, 433
58, -1027, 566
67, -1104, 556
204, -963, 553
250, -967, 732
250, -967, 732
-,-,-
9, -1073, 472
-7, -1177, 464
6, -1204, 455
6, -1204, 455
11, -1302, 453
-76, -1447, 623
-141, -1550, 696
-140, -1529, 733
-162, -1494, 753
-258, -1559, 679
-289, -1522, 630
-312, -1439, 637
-345, -1359, 607
-354, -1207, 553
-295, -1029, 424
-241, -890, 357
-219, -823, 347
-243, -806, 259
-237, -780, 226
-219, -757, 200
-222, -737, 181
-222, -737, 181
-172, -654, 125
-131, -626, 135
-107, -629, 151
-66, -608, 155
-32, -644, 174
1, -644, 76
35, -615, 25
35, -615, 25
60, -615, 119
71, -608, 80
106, -560, 36
147, -513, 51
147, -513, 51
151, -558, 6
113, -614, -37
119, -565, -37
146, -481, 22
190, -435, 95
190, -435, 95
248, -412, 75
253, -481, -25
218, -554, -86
257, -504, 20
403, -383, 161
541, -258, 110
541, -258, 110
535, -245, 63
424, -435, 213
412, -536, 356
347, -703, 414
255, -811, 492
220, -915, 675
220, -915, 675
194, -1058, 680
193, -1090, 558
134, -1161, 662
93, -1267, 808
92, -1347, 773
155, -1276, 779
231, -1169, 882
306, -1184, 1022
-,-,-
84, -863, 595
52, -992, 557
21, -1146, 511
-51, -1286, 607
-97, -1379, 674
-97, -1382, 704
-68, -1342, 750
-63, -1349, 759
-84, -1384, 790
-155, -1439, 722
-257, -1478, 742
-338, -1417, 803
-325, -1417, 706
-325, -1278, 706
-277, -1090, 555
-247, -964, 498
-374, -1069, 344
-412, -1013, 256
-399, -890, 262
-396, -838, 183
-336, -742, 36
-285, -627, 2
-255, -630, -30
-235, -632, -41
-198, -617, 19
-179, -619, 27
-105, -545, 2
-105, -545, 2
-11, -491, -1
17, -551, 0
15, -600, -49
54, -555, -32
54, -555, -32
106, -531, 19
97, -611, -25
54, -695, -71
66, -675, -54
66, -675, -54
125, -546, -2
192, -465, 8
184, -543, -27
117, -670, -26
114, -618, 49
114, -618, 49
299, -400, 111
439, -346, 131
494, -442, 117
438, -604, 161
409, -680, 201
456, -682, 293
496, -684, 465
496, -684, 465
481, -663, 635
552, -622, 601
502, -697, 491
404, -847, 406
365, -881, 377
353, -867, 409
360, -838, 495
360, -838, 495
424, -845, 568
338, -951, 677
265, -1055, 677
238, -1145, 628
229, -1258, 676
242, -1328, 787
-,-,-
71, -943, 565
71, -943, 565
83, -1035, 592
66, -1035, 564
59, -1101, 616
-43, -1323, 701
-177, -1546, 716
-175, -1512, 722
-154, -1438, 677
-182, -1465, 746
-239, -1500, 744
-254, -1440, 684
-231, -1299, 658
-161, -1157, 609
-85, -1076, 455
-43, -957, 389
-74, -957, 463
-74, -957, 463
-192, -1101, 451
-213, -1087, 330
-164, -943, 320
-166, -878, 335
-224, -897, 265
-218, -828, 165
-156, -663, 112
-102, -534, 71
-138, -539, 3
-145, -538, -55
-86, -482, -80
-86, -482, -80
-35, -436, -92
-10, -439, -159
5, -500, -221
31, -543, -245
47, -594, -192
48, -648, -152
76, -637, -129
76, -637, -129
149, -546, -55
213, -524, 0
228, -513, -15
234, -522, -66
263, -509, -77
308, -505, -32
308, -505, -32
317, -506, 21
325, -494, 93
360, -475, 108
462, -462, 144
516, -492, 173
431, -633, 202
431, -633, 202
355, -705, 327
366, -692, 468
458, -705, 388
418, -776, 402
307, -944, 659
244, -1021, 711
266, -959, 644
328, -881, 601
328, -881, 601
397, -828, 650
404, -827, 673
373, -831, 769
358, -924, 791
365, -999, 752
365, -1047, 772
329, -1188, 902
324, -1318, 1047
-,-,-
69, -910, 504
59, -978, 484
49, -1069, 439
49, -1069, 439
-22, -1198, 454
-45, -1245, 496
-75, -1313, 622
-92, -1354, 664
-125, -1396, 614
-197, -1443, 660
-309, -1523, 657
-332, -1509, 570
-338, -1391, 563
-318, -1298, 538
-297, -1165, 448
-252, -1069, 360
-230, -1092, 297
-221, -1044, 354
-221, -1002, 497
-194, -952, 515
-175, -920, 489
-160, -856, 346
-124, -761, 432
-128, -762, 446
-145, -763, 248
-119, -741, 223
-119, -741, 223
-88, -676, 166
-78, -638, 121
-47, -629, 25
-24, -621, -35
23, -548, -67
40, -569, -60
40, -569, -60
34, -601, -38
76, -548, -50
127, -483, -94
151, -465, -161
121, -518, -134
101, -565, -64
137, -546, -117
174, -516, -173
174, -516, -173
205, -477, -107
211, -475, 65
254, -482, 135
288, -449, 41
293, -476, 199
297, -515, 325
441, -413, 219
441, -413, 219
568, -301, 205
482, -454, 350
283, -766, 460
253, -899, 496
389, -710, 540
475, -594, 520
304, -889, 690
304, -889, 690
157, -1116, 750
150, -1105, 834
224, -990, 963
238, -971, 913
138, -1159, 789
132, -1231, 968
166, -1236, 905
201, -1212, 827
184, -1226, 923
210, -1215, 980
245, -1184, 1002
-,-,-
26, -791, 555
103, -916, 505
47, -985, 484
46, -1066, 546
46, -1066, 546
53, -1139, 563
-2, -1345, 697
-46, -1444, 737
-77, -1509, 692
-136, -1537, 749
-237, -1614, 734
-269, -1493, 761
-239, -1331, 729
-278, -1287, 610
-335, -1253, 464
-336, -1192, 430
-336, -1119, 381
-269, -959, 347
-229, -892, 349
-226, -915, 334
-206, -896, 290
-173, -830, 220
-173, -830, 220
-125, -757, 211
-87, -739, 239
-95, -765, 189
-116, -785, 41
-144, -785, 26
-122, -720, 103
-68, -633, 153
-9, -558, 133
-9, -558, 133
10, -523, 27
39, -498, -142
58, -517, -215
59, -538, -128
78, -487, -119
136, -416, -100
136, -416, -100
173, -411, -127
143, -512, -192
81, -609, -146
106, -622, -24
201, -492, 32
278, -312, 72
325, -251, 69
325, -251, 69
352, -244, 136
347, -319, 161
313, -479, 196
268, -592, 329
268, -611, 450
334, -542, 603
392, -571, 585
392, -571, 585
293, -741, 564
244, -865, 591
260, -909, 605
272, -1034, 651
258, -1123, 672
352, -1128, 729
462, -1027, 776
517, -1011, 837
570, -1037, 949
519, -1087, 1065
484, -1122, 986
484, -1122, 986
-,-,-
-9, -1017, 564
7, -1056, 550
-16, -1138, 539
-118, -1315, 630
-229, -1525, 634
-274, -1650, 603
-323, -1657, 640
-420, -1634, 693
-462, -1576, 698
-469, -1499, 640
-439, -1398, 589
-403, -1278, 463
-398, -1173, 519
-369, -1082, 559
-325, -1009, 487
-267, -925, 387
-219, -848, 320
-213, -804, 326
-209, -842, 316
-209, -842, 316
-167, -744, 249
-160, -725, 250
-159, -706, 222
-120, -610, 162
-73, -540, 112
-41, -512, 23
-49, -540, -63
0, -489, -94
0, -489, -94
83, -428, -150
119, -403, -238
100, -441, -226
63, -528, -154
66, -609, -100
170, -526, -145
244, -431, -130
278, -432, -102
228, -563, -84
228, -563, -84
235, -576, 13
289, -431, 86
380, -253, 166
514, -196, 226
531, -272, 179
442, -345, 92
442, -345, 92
451, -321, 287
542, -305, 530
599, -340, 559
524, -508, 439
326, -807, 602
296, -917, 692
296, -917, 692
321, -927, 672
320, -872, 734
396, -769, 688
450, -799, 596
343, -1035, 712
375, -993, 696
366, -994, 682
400, -948, 904
400, -948, 904
369, -1016, 1082
348, -1118, 1070
349, -1111, 993
366, -1068, 989
394, -1099, 1035
-,-,-
-71, -864, 521
-19, -933, 439
-43, -1095, 330
-90, -1236, 420
-168, -1458, 637
-445, -1834, 735
-412, -1798, 677
-360, -1669, 643
-335, -1565, 727
-332, -1520, 748
-390, -1517, 684
-479, -1494, 598
-475, -1345, 552
-385, -1132, 463
-314, -982, 341
-311, -940, 279
-311, -940, 279
-324, -956, 228
-266, -853, 137
-198, -719, 102
-153, -634, 162
-157, -641, 155
-140, -604, 117
-75, -543, 79
-63, -570, 163
9, -543, 175
9, -543, 175
108, -442, 72
175, -386, 13
165, -445, -13
165, -462, -38
206, -469, 53
206, -469, 53
240, -444, 60
227, -460, -53
184, -486, -154
158, -465, -130
132, -431, -41
203, -447, 58
291, -450, -35
291, -450, -35
301, -419, -172
320, -395, -124
427, -342, 26
525, -297, 234
608, -272, 289
651, -322, 211
608, -457, 251
608, -457, 251
560, -567, 401
501, -676, 539
444, -775, 623
394, -868, 697
300, -1031, 668
216, -1124, 546
138, -1237, 577
135, -1260, 676
118, -1171, 707
110, -1172, 740
110, -1172, 740
111, -1175, 799
160, -1073, 674
244, -983, 557
-,-,-
69, -921, 492
133, -915, 528
99, -950, 465
34, -1138, 490
-38, -1314, 486
-72, -1447, 629
-72, -1447, 629
-170, -1564, 765
-263, -1692, 770
-358, -1804, 694
-363, -1710, 682
-274, -1495, 687
-242, -1357, 608
-266, -1319, 540
-227, -1197, 477
-153, -1018, 416
-102, -897, 453
-79, -840, 471
-125, -860, 369
-146, -861, 280
-136, -796, 207
-131, -752, 211
-140, -749, 212
-130, -700, 115
-113, -646, 95
-103, -704, 141
-103, -704, 141
-86, -717, 110
-25, -620, -11
12, -574, -89
12, -668, -74
-2, -787, -62
24, -741, -46
24, -741, -46
90, -627, -8
123, -608, 6
149, -599, 24
191, -534, 31
191, -534, 31
234, -480, 24
260, -443, -22
282, -428, -52
337, -452, -49
360, -395, -45
355, -391, 50
355, -391, 50
384, -426, 115
421, -427, 177
462, -382, 101
402, -430, 96
382, -459, 215
434, -510, 315
434, -510, 315
467, -524, 258
416, -539, 171
349, -612, 295
345, -712, 464
306, -793, 554
295, -804, 614
278, -813, 627
278, -813, 627
350, -765, 582
329, -784, 759
393, -748, 829
327, -928, 882
323, -1006, 1056
363, -1005, 1192
446, -1017, 1316
-,-,-
-26, -1009, 461
5, -1057, 461
-23, -1174, 429
-71, -1288, 513
-94, -1344, 588
-150, -1412, 675
-198, -1510, 700
-173, -1475, 548
-182, -1484, 552
-220, -1483, 604
-226, -1435, 589
-221, -1365, 518
-199, -1244, 504
-155, -1124, 454
-155, -1124, 454
-122, -1015, 430
-120, -951, 421
-163, -960, 399
-168, -931, 290
-146, -883, 230
-125, -840, 207
-113, -803, 158
-141, -810, 135
-162, -842, 112
-137, -827, 103
-114, -788, 68
-79, -725, 19
-27, -702, 74
-27, -702, 74
-13, -714, 14
-21, -720, -98
14, -676, -105
62, -623, -66
104, -593, -62
104, -593, -62
